url,text,posted_at,total_reactions
https://www.linkedin.com/posts/kevinjosephmoore_airtable-everyones-app-platform-activity-7234556586365480961-17CL?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Are you an early-stage tech founder based in Chicago?  Serac Ventures wants to meet YOU!  

We would like to invite you to apply to meet one-on-one with the Serac Ventures team on September 10th from 4pm to 6pm CT in downtown Chicago. We will select 7 to 8 founders for 15-minute conversations (5-minute pitch + 10-minute Q&A) to learn about your vision and how Serac can help. Event location will be provided to selected participants. 

If interested, apply here:

https://lnkd.in/gvb5MFHQ 

Know a founder who should attend? Tag them below! 👇 

Learn more about Serac Ventures at www.seracventures.vc or reach out to Brylan Donaldson, Darrel Frater ✝️, or Kevin Moore for more info.",2024-08-28 15:45:01,32
https://www.linkedin.com/posts/kevinjosephmoore_in-the-month-of-february-we-will-be-sharing-activity-7295496496215375872-36Nb?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"In the month of February we will be sharing a series of educational posts for non-institutional investors. We get a lot of questions about private markets for those newer to the asset class, so the goal is to make it easier to understand and more accessible to the average person. 

This week's post is ""What is Portfolio Construction and Why Does it Matter to Venture Capitalists?""

Serac Ventures, Darrel Frater ✝️, Devin Brown, Chris Tsakalakis, Brayden Vanover",2025-02-12 18:38:28,32
https://www.linkedin.com/posts/kevinjosephmoore_i-look-forward-to-leading-the-banking-in-activity-7254484181349486594-ZS9c?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I look forward to leading the ""Banking in the Modern Era of Fintech"" roundtable discussion at the Banking Transformation Summit conference on November 18th in Charlotte, North Carolina. At this roundtable we'll be discussing the relationship between banks and fintechs, regulatory and compliance concerns, technology solutions for the future, and more. 

If you're interested in the intersection of banking and technology, please register to attend the conference using the link below. 

Please connect with me if you happen to attend!

https://lnkd.in/gCQsJrng",2024-10-22 15:30:10,32
https://www.linkedin.com/posts/kevinjosephmoore_bump-raises-3m-seed-to-help-creators-manage-activity-7188565317361586177-nhYW?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"At Serac Ventures, we're excited to be a part of what James Jones, Esq. and team are building at Bump. Bump gives creators full visibility into their financials across all platforms helping them make the right business decisions, unlocking access to capital, and prioritizing the greatest levers for growth. Congratulations to the entire BUMP team on their fundraise and company progress.

https://lnkd.in/g4kmQVUk",2024-04-23 17:52:08,32
https://www.linkedin.com/posts/kevinjosephmoore_the-feds-50-basis-point-rate-cut-today-is-activity-7242246015397888000-FPbZ?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"The Fed's 50 basis point rate cut today is a small but important catalyst for sparking a return to lower inflation and a more stabilized employment environment. I don't expect the markets to rally as most investors have already priced in a rate cut, but overall this is a positive sign that the economy is trending in the right direction.",2024-09-18 21:00:04,31
https://www.linkedin.com/posts/kevinjosephmoore_grow-where-youre-planted-building-serac-activity-7302762044489875456-cbmB?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Thanks to Mike Ma for interviewing me on his new podcast, Alone Together. Mike is one of the most creative and dynamic VCs I know, so I really enjoyed this time with him.

https://lnkd.in/gaenUg9N",2025-03-04 19:49:10,30
https://www.linkedin.com/posts/kevinjosephmoore_the-future-of-work-is-one-where-entrepreneurs-activity-7159242539089170432-IAf8?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,The future of work is one where entrepreneurs and intrapreneurs have access to tools and technology for hyper growth and scalability. Read more below.,2024-02-02 18:53:53,28
https://www.linkedin.com/posts/kevinjosephmoore_question-of-the-week-what-do-you-do-if-activity-7184012194869600256-wr_m?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Question of the week:

What do you do if your portfolio companies are underperforming?

My response: 

Every startup is inevitably going to encounter problems as they grow. Most early-stage companies struggle with sufficient operating capital, maintaining sales momentum, or finding talent. At Serac Ventures, our goal is to maintain regular contact with founders so that it's easier to see signs of trouble before it starts. This isn't always easy to do, but it's better to expect and plan for problems than be taken off guard by them.",2024-04-11 04:19:39,28
https://www.linkedin.com/posts/kevinjosephmoore_i-want-to-thank-elmer-huh-for-sharing-his-activity-7209540521499783169-f6VA?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"I want to thank Elmer Huh for sharing his many years of wisdom with me on a call I had with him this week. I asked Elmer about the current environment and told him that a lot of LPs have told me they've taken a step back from venture capital because they haven't received distributions in a while. While that may be true, he added that some LPs might also not be allocating the venture because of a high level of existing unfunded GP commitments. 

In many cases, managers that received allocations three or four years ago have not fully invested their capital. Therefore, it's difficult for an LP to invest in another manager when they have large unfunded commitments to existing managers. Additionally, it becomes easier for LPs to tell their existing managers that they're not going to invest in a follow-on fund because the previous funds haven't been at least 70-80% deployed. For example, if a manager is investing out of a 2020 vintage fund that's only 50% deployed and they're currently raising a new pool of capital in 2022, 50% of the 2020 fund will be invested in 2022 vintage companies. It doesn't make sense to commit to both. 

He continued on to say that in times like these liquidity is top of mind for many LPs. But liquidity is only one of three things LPs are concerned about. LPs also care about Returns and Transparency. The degree to which LPs worry about any one of these three points changes depending on the current environment. For example, during the ""gold rush"" of venture capital that we experienced over the last several years, LPs were concerned mainly about returns (i.e., value creation). There was also a period when LPs cared mainly about transparency (e.g., during the Great Financial Crisis). Returns, Liquidity, and Transparency. All are necessary for establishing and deepening relationships with LPs, but the market environment often dictates which of these three is most critical.

Elmer is a consummate professional and deep thinker, and I always enjoy speaking with and learning from him. Thank you, Elmer Huh, for all you do and your contribution to the industry.",2024-06-20 15:00:07,27
https://www.linkedin.com/posts/kevinjosephmoore_an-experienced-allocator-was-bearish-on-venture-activity-7328430150683885568-LdeT?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,Thank you Earnest Sweat for having us on your podcast!,2025-05-14 16:45:03,27
https://www.linkedin.com/posts/kevinjosephmoore_airtable-everyones-app-platform-activity-7290048615274659840-SIJa?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Serac Ventures is in the process of hiring an Administrative Assistant. If interested, please apply using the Airtable link below. #Hiring

https://lnkd.in/gw3RH7Yu",2025-01-28 17:50:32,27
https://www.linkedin.com/posts/kevinjosephmoore_socialcrowd-raises-25m-seed-round-as-interest-activity-7260642104777846786-zN9S?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Congrats to Raphael Akinsipe and the entire SocialCrowd team on closing your seed round. We're excited to support!

https://lnkd.in/g6erFXH3",2024-11-08 14:19:33,26
https://www.linkedin.com/posts/kevinjosephmoore_how-can-we-diversify-leadership-teams-activity-7257392704114864128-XGzV?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"Thank you Black Enterprise Magazine  for talking with Darrel Frater ✝️  and I on this very important topic. Little by little we're making progress as an industry, but we still have work to do.",2024-10-30 15:07:36,25
https://www.linkedin.com/posts/serac-ventures-vcfund_im-excited-to-announce-that-i-will-be-attending-ugcPost-7225188642481192962-UElj?utm_source=social_share_send&utm_medium=member_desktop_web&rcm=ACoAAFukPp8BmlQDkDpG4wG0J2rC7opg_dOjTqE,"We're super excited to welcome Devin Brown to the team at Serac Ventures. Devin has been involved both formally and informally with the firm since its inception, so we are thrilled to have him back on board. Welcome Devin!",2024-08-02 19:22:48,25
